STATION,NAME,DATE,TAVG
USC00501926,"CHULITNA RIVER, AK US",7/19/2021,
USC00501926,"CHULITNA RIVER, AK US",7/20/2021,
USC00501926,"CHULITNA RIVER, AK US",7/21/2021,
USC00501926,"CHULITNA RIVER, AK US",7/22/2021,
USC00501926,"CHULITNA RIVER, AK US",7/23/2021,
USC00501926,"CHULITNA RIVER, AK US",7/24/2021,
USC00501926,"CHULITNA RIVER, AK US",7/25/2021,
USC00501926,"CHULITNA RIVER, AK US",7/28/2021,
USC00501926,"CHULITNA RIVER, AK US",7/29/2021,
USC00501926,"CHULITNA RIVER, AK US",7/30/2021,
USC00501926,"CHULITNA RIVER, AK US",7/31/2021,
USC00501926,"CHULITNA RIVER, AK US",8/1/2021,
USC00501926,"CHULITNA RIVER, AK US",8/2/2021,
USC00501926,"CHULITNA RIVER, AK US",8/3/2021,
USC00501926,"CHULITNA RIVER, AK US",8/4/2021,
USC00501926,"CHULITNA RIVER, AK US",8/5/2021,
USC00501926,"CHULITNA RIVER, AK US",8/6/2021,
USC00501926,"CHULITNA RIVER, AK US",8/7/2021,
USC00501926,"CHULITNA RIVER, AK US",8/8/2021,
USC00501926,"CHULITNA RIVER, AK US",8/9/2021,
USC00501926,"CHULITNA RIVER, AK US",8/10/2021,
USC00501926,"CHULITNA RIVER, AK US",8/11/2021,
USC00501926,"CHULITNA RIVER, AK US",8/12/2021,
USC00501926,"CHULITNA RIVER, AK US",8/13/2021,
USC00501926,"CHULITNA RIVER, AK US",8/14/2021,
USC00501926,"CHULITNA RIVER, AK US",8/15/2021,
USC00501926,"CHULITNA RIVER, AK US",8/16/2021,
USC00501926,"CHULITNA RIVER, AK US",8/17/2021,
USC00501926,"CHULITNA RIVER, AK US",8/18/2021,
USC00501926,"CHULITNA RIVER, AK US",8/19/2021,
USC00501926,"CHULITNA RIVER, AK US",8/20/2021,
USC00501926,"CHULITNA RIVER, AK US",8/21/2021,
USC00501926,"CHULITNA RIVER, AK US",8/22/2021,
USC00501926,"CHULITNA RIVER, AK US",8/23/2021,
USC00501926,"CHULITNA RIVER, AK US",8/24/2021,
USC00501926,"CHULITNA RIVER, AK US",8/25/2021,
USC00501926,"CHULITNA RIVER, AK US",8/26/2021,
USR0000AFYK,"FORT YUKON ALASKA, AK US",1/1/2021,-3
USR0000AFYK,"FORT YUKON ALASKA, AK US",1/2/2021,-5
USR0000AFYK,"FORT YUKON ALASKA, AK US",1/3/2021,-4
USR0000AFYK,"FORT YUKON ALASKA, AK US",1/4/2021,-10
USR0000AFYK,"FORT YUKON ALASKA, AK US",1/5/2021,-12
USR0000AFYK,"FORT YUKON ALASKA, AK US",1/6/2021,-10
USR0000AFYK,"FORT YUKON ALASKA, AK US",1/7/2021,-22
USR0000AFYK,"FORT YUKON ALASKA, AK US",1/8/2021,-15
USR0000AFYK,"FORT YUKON ALASKA, AK US",1/9/2021,-10
USR0000AFYK,"FORT YUKON ALASKA, AK US",1/10/2021,4
USR0000AFYK,"FORT YUKON ALASKA, AK US",1/11/2021,4
USR0000AFYK,"FORT YUKON ALASKA, AK US",1/12/2021,2
USR0000AFYK,"FORT YUKON ALASKA, AK US",1/13/2021,2
USR0000AFYK,"FORT YUKON ALASKA, AK US",1/14/2021,-5
USR0000AFYK,"FORT YUKON ALASKA, AK US",1/15/2021,2
USR0000AFYK,"FORT YUKON ALASKA, AK US",1/16/2021,-17
USR0000AFYK,"FORT YUKON ALASKA, AK US",1/17/2021,-17
USR0000AFYK,"FORT YUKON ALASKA, AK US",1/18/2021,-2
USR0000AFYK,"FORT YUKON ALASKA, AK US",1/19/2021,18
USR0000AFYK,"FORT YUKON ALASKA, AK US",1/20/2021,-3
USR0000AFYK,"FORT YUKON ALASKA, AK US",1/21/2021,-11
USR0000AFYK,"FORT YUKON ALASKA, AK US",1/22/2021,-7
USR0000AFYK,"FORT YUKON ALASKA, AK US",1/23/2021,-4
USR0000AFYK,"FORT YUKON ALASKA, AK US",1/24/2021,-3
USR0000AFYK,"FORT YUKON ALASKA, AK US",1/25/2021,-20
USR0000AFYK,"FORT YUKON ALASKA, AK US",1/26/2021,-24
USR0000AFYK,"FORT YUKON ALASKA, AK US",1/27/2021,-27
USR0000AFYK,"FORT YUKON ALASKA, AK US",1/28/2021,-39
USR0000AFYK,"FORT YUKON ALASKA, AK US",1/29/2021,-30
USR0000AFYK,"FORT YUKON ALASKA, AK US",1/30/2021,-19
USR0000AFYK,"FORT YUKON ALASKA, AK US",1/31/2021,-24
USR0000AFYK,"FORT YUKON ALASKA, AK US",2/1/2021,-18
USR0000AFYK,"FORT YUKON ALASKA, AK US",2/2/2021,-19
USR0000AFYK,"FORT YUKON ALASKA, AK US",2/3/2021,-21
USR0000AFYK,"FORT YUKON ALASKA, AK US",2/4/2021,-26
USR0000AFYK,"FORT YUKON ALASKA, AK US",2/5/2021,-37
USR0000AFYK,"FORT YUKON ALASKA, AK US",2/6/2021,-41
USR0000AFYK,"FORT YUKON ALASKA, AK US",2/7/2021,-37
USR0000AFYK,"FORT YUKON ALASKA, AK US",2/9/2021,-23
USR0000AFYK,"FORT YUKON ALASKA, AK US",2/10/2021,-21
USR0000AFYK,"FORT YUKON ALASKA, AK US",2/11/2021,-15
USR0000AFYK,"FORT YUKON ALASKA, AK US",2/12/2021,-21
USR0000AFYK,"FORT YUKON ALASKA, AK US",2/13/2021,-27
USR0000AFYK,"FORT YUKON ALASKA, AK US",2/14/2021,-26
USR0000AFYK,"FORT YUKON ALASKA, AK US",2/15/2021,-25
USR0000AFYK,"FORT YUKON ALASKA, AK US",2/16/2021,-22
USR0000AFYK,"FORT YUKON ALASKA, AK US",2/17/2021,-7
USR0000AFYK,"FORT YUKON ALASKA, AK US",2/18/2021,-9
USR0000AFYK,"FORT YUKON ALASKA, AK US",2/19/2021,-26
USR0000AFYK,"FORT YUKON ALASKA, AK US",2/20/2021,-34
USR0000AFYK,"FORT YUKON ALASKA, AK US",2/21/2021,-34
USR0000AFYK,"FORT YUKON ALASKA, AK US",2/22/2021,-18
USR0000AFYK,"FORT YUKON ALASKA, AK US",2/23/2021,-10
USR0000AFYK,"FORT YUKON ALASKA, AK US",2/24/2021,-16
USR0000AFYK,"FORT YUKON ALASKA, AK US",2/25/2021,-7
USR0000AFYK,"FORT YUKON ALASKA, AK US",2/26/2021,-9
USR0000AFYK,"FORT YUKON ALASKA, AK US",2/27/2021,-9
USR0000AFYK,"FORT YUKON ALASKA, AK US",2/28/2021,-5
USR0000AFYK,"FORT YUKON ALASKA, AK US",3/1/2021,-10
USR0000AFYK,"FORT YUKON ALASKA, AK US",3/2/2021,-10
USR0000AFYK,"FORT YUKON ALASKA, AK US",3/3/2021,-9
USR0000AFYK,"FORT YUKON ALASKA, AK US",3/4/2021,-16
USR0000AFYK,"FORT YUKON ALASKA, AK US",3/5/2021,-19
USR0000AFYK,"FORT YUKON ALASKA, AK US",3/6/2021,-10
USR0000AFYK,"FORT YUKON ALASKA, AK US",3/7/2021,2
USR0000AFYK,"FORT YUKON ALASKA, AK US",3/8/2021,1
USR0000AFYK,"FORT YUKON ALASKA, AK US",3/9/2021,8
USR0000AFYK,"FORT YUKON ALASKA, AK US",3/10/2021,15
USR0000AFYK,"FORT YUKON ALASKA, AK US",3/11/2021,0
USR0000AFYK,"FORT YUKON ALASKA, AK US",3/12/2021,-17
USR0000AFYK,"FORT YUKON ALASKA, AK US",3/13/2021,-23
USR0000AFYK,"FORT YUKON ALASKA, AK US",3/14/2021,-15
USR0000AFYK,"FORT YUKON ALASKA, AK US",3/15/2021,-13
USR0000AFYK,"FORT YUKON ALASKA, AK US",3/16/2021,-6
USR0000AFYK,"FORT YUKON ALASKA, AK US",3/17/2021,-11
USR0000AFYK,"FORT YUKON ALASKA, AK US",3/18/2021,-14
USR0000AFYK,"FORT YUKON ALASKA, AK US",3/19/2021,-13
USR0000AFYK,"FORT YUKON ALASKA, AK US",3/20/2021,-7
USR0000AFYK,"FORT YUKON ALASKA, AK US",3/21/2021,-4
USR0000AFYK,"FORT YUKON ALASKA, AK US",3/22/2021,-2
USR0000AFYK,"FORT YUKON ALASKA, AK US",3/23/2021,6
USR0000AFYK,"FORT YUKON ALASKA, AK US",3/24/2021,12
USR0000AFYK,"FORT YUKON ALASKA, AK US",3/25/2021,22
USR0000AFYK,"FORT YUKON ALASKA, AK US",3/26/2021,18
USR0000AFYK,"FORT YUKON ALASKA, AK US",3/27/2021,9
USR0000AFYK,"FORT YUKON ALASKA, AK US",3/28/2021,-1
USR0000AFYK,"FORT YUKON ALASKA, AK US",3/29/2021,9
USR0000AFYK,"FORT YUKON ALASKA, AK US",3/30/2021,19
USR0000AFYK,"FORT YUKON ALASKA, AK US",3/31/2021,14
USR0000AFYK,"FORT YUKON ALASKA, AK US",4/1/2021,9
USR0000AFYK,"FORT YUKON ALASKA, AK US",4/2/2021,8
USR0000AFYK,"FORT YUKON ALASKA, AK US",4/3/2021,10
USR0000AFYK,"FORT YUKON ALASKA, AK US",4/4/2021,17
USR0000AFYK,"FORT YUKON ALASKA, AK US",4/5/2021,7
USR0000AFYK,"FORT YUKON ALASKA, AK US",4/6/2021,0
USR0000AFYK,"FORT YUKON ALASKA, AK US",4/7/2021,-2
USR0000AFYK,"FORT YUKON ALASKA, AK US",4/8/2021,0
USR0000AFYK,"FORT YUKON ALASKA, AK US",4/9/2021,-7
USR0000AFYK,"FORT YUKON ALASKA, AK US",4/10/2021,-9
USR0000AFYK,"FORT YUKON ALASKA, AK US",4/11/2021,4
USR0000AFYK,"FORT YUKON ALASKA, AK US",4/12/2021,23
USR0000AFYK,"FORT YUKON ALASKA, AK US",4/13/2021,33
USR0000AFYK,"FORT YUKON ALASKA, AK US",4/14/2021,34
USR0000AFYK,"FORT YUKON ALASKA, AK US",4/15/2021,39
USR0000AFYK,"FORT YUKON ALASKA, AK US",4/16/2021,36
USR0000AFYK,"FORT YUKON ALASKA, AK US",4/17/2021,39
USR0000AFYK,"FORT YUKON ALASKA, AK US",4/18/2021,41
USR0000AFYK,"FORT YUKON ALASKA, AK US",4/19/2021,43
USR0000AFYK,"FORT YUKON ALASKA, AK US",4/20/2021,36
USR0000AFYK,"FORT YUKON ALASKA, AK US",4/21/2021,32
USR0000AFYK,"FORT YUKON ALASKA, AK US",4/22/2021,38
USR0000AFYK,"FORT YUKON ALASKA, AK US",4/23/2021,42
USR0000AFYK,"FORT YUKON ALASKA, AK US",4/24/2021,44
USR0000AFYK,"FORT YUKON ALASKA, AK US",4/25/2021,46
USR0000AFYK,"FORT YUKON ALASKA, AK US",4/26/2021,35
USR0000AFYK,"FORT YUKON ALASKA, AK US",4/27/2021,32
USR0000AFYK,"FORT YUKON ALASKA, AK US",4/28/2021,38
USR0000AFYK,"FORT YUKON ALASKA, AK US",4/29/2021,42
USR0000AFYK,"FORT YUKON ALASKA, AK US",4/30/2021,34
USR0000AFYK,"FORT YUKON ALASKA, AK US",5/1/2021,33
USR0000AFYK,"FORT YUKON ALASKA, AK US",5/2/2021,39
USR0000AFYK,"FORT YUKON ALASKA, AK US",5/3/2021,41
USR0000AFYK,"FORT YUKON ALASKA, AK US",5/4/2021,42
USR0000AFYK,"FORT YUKON ALASKA, AK US",5/5/2021,42
USR0000AFYK,"FORT YUKON ALASKA, AK US",5/6/2021,41
USR0000AFYK,"FORT YUKON ALASKA, AK US",5/7/2021,37
USR0000AFYK,"FORT YUKON ALASKA, AK US",5/8/2021,39
USR0000AFYK,"FORT YUKON ALASKA, AK US",5/9/2021,44
USR0000AFYK,"FORT YUKON ALASKA, AK US",5/10/2021,47
USR0000AFYK,"FORT YUKON ALASKA, AK US",5/11/2021,51
USR0000AFYK,"FORT YUKON ALASKA, AK US",5/12/2021,44
USR0000AFYK,"FORT YUKON ALASKA, AK US",5/13/2021,44
USR0000AFYK,"FORT YUKON ALASKA, AK US",5/14/2021,50
USR0000AFYK,"FORT YUKON ALASKA, AK US",5/15/2021,51
USR0000AFYK,"FORT YUKON ALASKA, AK US",5/16/2021,50
USR0000AFYK,"FORT YUKON ALASKA, AK US",5/17/2021,48
USR0000AFYK,"FORT YUKON ALASKA, AK US",5/18/2021,50
USR0000AFYK,"FORT YUKON ALASKA, AK US",5/19/2021,51
USR0000AFYK,"FORT YUKON ALASKA, AK US",5/20/2021,55
USR0000AFYK,"FORT YUKON ALASKA, AK US",5/21/2021,53
USR0000AFYK,"FORT YUKON ALASKA, AK US",5/22/2021,52
USR0000AFYK,"FORT YUKON ALASKA, AK US",5/23/2021,51
USR0000AFYK,"FORT YUKON ALASKA, AK US",5/24/2021,56
USR0000AFYK,"FORT YUKON ALASKA, AK US",5/25/2021,53
USR0000AFYK,"FORT YUKON ALASKA, AK US",5/26/2021,48
USR0000AFYK,"FORT YUKON ALASKA, AK US",5/27/2021,42
USR0000AFYK,"FORT YUKON ALASKA, AK US",5/28/2021,37
USR0000AFYK,"FORT YUKON ALASKA, AK US",5/29/2021,41
USR0000AFYK,"FORT YUKON ALASKA, AK US",5/30/2021,49
USR0000AFYK,"FORT YUKON ALASKA, AK US",5/31/2021,57
USR0000AFYK,"FORT YUKON ALASKA, AK US",6/1/2021,42
USR0000AFYK,"FORT YUKON ALASKA, AK US",6/2/2021,51
USR0000AFYK,"FORT YUKON ALASKA, AK US",6/3/2021,52
USR0000AFYK,"FORT YUKON ALASKA, AK US",6/4/2021,60
USR0000AFYK,"FORT YUKON ALASKA, AK US",6/5/2021,62
USR0000AFYK,"FORT YUKON ALASKA, AK US",6/6/2021,60
USR0000AFYK,"FORT YUKON ALASKA, AK US",6/7/2021,63
USR0000AFYK,"FORT YUKON ALASKA, AK US",6/8/2021,59
USR0000AFYK,"FORT YUKON ALASKA, AK US",6/9/2021,59
USR0000AFYK,"FORT YUKON ALASKA, AK US",6/10/2021,60
USR0000AFYK,"FORT YUKON ALASKA, AK US",6/11/2021,61
USR0000AFYK,"FORT YUKON ALASKA, AK US",6/12/2021,63
USR0000AFYK,"FORT YUKON ALASKA, AK US",6/13/2021,65
USR0000AFYK,"FORT YUKON ALASKA, AK US",6/14/2021,71
USR0000AFYK,"FORT YUKON ALASKA, AK US",6/15/2021,74
USR0000AFYK,"FORT YUKON ALASKA, AK US",6/16/2021,70
USR0000AFYK,"FORT YUKON ALASKA, AK US",6/17/2021,69
USR0000AFYK,"FORT YUKON ALASKA, AK US",6/18/2021,69
USR0000AFYK,"FORT YUKON ALASKA, AK US",6/19/2021,69
USR0000AFYK,"FORT YUKON ALASKA, AK US",6/20/2021,65
USR0000AFYK,"FORT YUKON ALASKA, AK US",6/21/2021,69
USR0000AFYK,"FORT YUKON ALASKA, AK US",6/22/2021,70
USR0000AFYK,"FORT YUKON ALASKA, AK US",6/23/2021,75
USR0000AFYK,"FORT YUKON ALASKA, AK US",6/24/2021,71
USR0000AFYK,"FORT YUKON ALASKA, AK US",6/25/2021,67
USR0000AFYK,"FORT YUKON ALASKA, AK US",6/26/2021,65
USR0000AFYK,"FORT YUKON ALASKA, AK US",6/27/2021,66
USR0000AFYK,"FORT YUKON ALASKA, AK US",6/28/2021,65
USR0000AFYK,"FORT YUKON ALASKA, AK US",6/29/2021,59
USR0000AFYK,"FORT YUKON ALASKA, AK US",6/30/2021,62
USR0000AFYK,"FORT YUKON ALASKA, AK US",7/1/2021,71
USR0000AFYK,"FORT YUKON ALASKA, AK US",7/2/2021,68
USR0000AFYK,"FORT YUKON ALASKA, AK US",7/3/2021,63
USR0000AFYK,"FORT YUKON ALASKA, AK US",7/4/2021,64
USR0000AFYK,"FORT YUKON ALASKA, AK US",7/5/2021,66
USR0000AFYK,"FORT YUKON ALASKA, AK US",7/6/2021,62
USR0000AFYK,"FORT YUKON ALASKA, AK US",7/7/2021,60
USR0000AFYK,"FORT YUKON ALASKA, AK US",7/8/2021,60
USR0000AFYK,"FORT YUKON ALASKA, AK US",7/9/2021,58
USR0000AFYK,"FORT YUKON ALASKA, AK US",7/10/2021,62
USR0000AFYK,"FORT YUKON ALASKA, AK US",7/11/2021,65
USR0000AFYK,"FORT YUKON ALASKA, AK US",7/12/2021,67
USR0000AFYK,"FORT YUKON ALASKA, AK US",7/13/2021,70
USR0000AFYK,"FORT YUKON ALASKA, AK US",7/14/2021,63
USR0000AFYK,"FORT YUKON ALASKA, AK US",7/15/2021,60
USR0000AFYK,"FORT YUKON ALASKA, AK US",7/16/2021,69
USR0000AFYK,"FORT YUKON ALASKA, AK US",7/17/2021,71
USR0000AFYK,"FORT YUKON ALASKA, AK US",7/18/2021,66
USR0000AFYK,"FORT YUKON ALASKA, AK US",7/19/2021,67
USR0000AFYK,"FORT YUKON ALASKA, AK US",7/20/2021,72
USR0000AFYK,"FORT YUKON ALASKA, AK US",7/21/2021,71
USR0000AFYK,"FORT YUKON ALASKA, AK US",7/23/2021,71
USR0000AFYK,"FORT YUKON ALASKA, AK US",7/24/2021,65
USR0000AFYK,"FORT YUKON ALASKA, AK US",7/25/2021,63
USR0000AFYK,"FORT YUKON ALASKA, AK US",7/26/2021,65
USR0000AFYK,"FORT YUKON ALASKA, AK US",7/27/2021,60
USR0000AFYK,"FORT YUKON ALASKA, AK US",7/28/2021,60
USR0000AFYK,"FORT YUKON ALASKA, AK US",7/29/2021,63
USR0000AFYK,"FORT YUKON ALASKA, AK US",7/30/2021,64
USR0000AFYK,"FORT YUKON ALASKA, AK US",7/31/2021,69
USR0000AFYK,"FORT YUKON ALASKA, AK US",8/1/2021,70
USR0000AFYK,"FORT YUKON ALASKA, AK US",8/2/2021,72
USR0000AFYK,"FORT YUKON ALASKA, AK US",8/3/2021,66
USR0000AFYK,"FORT YUKON ALASKA, AK US",8/4/2021,64
USR0000AFYK,"FORT YUKON ALASKA, AK US",8/5/2021,64
USR0000AFYK,"FORT YUKON ALASKA, AK US",8/6/2021,54
USR0000AFYK,"FORT YUKON ALASKA, AK US",8/7/2021,48
USR0000AFYK,"FORT YUKON ALASKA, AK US",8/8/2021,52
USR0000AFYK,"FORT YUKON ALASKA, AK US",8/9/2021,55
USR0000AFYK,"FORT YUKON ALASKA, AK US",8/10/2021,55
USR0000AFYK,"FORT YUKON ALASKA, AK US",8/11/2021,58
USR0000AFYK,"FORT YUKON ALASKA, AK US",8/12/2021,54
USR0000AFYK,"FORT YUKON ALASKA, AK US",8/13/2021,55
USR0000AFYK,"FORT YUKON ALASKA, AK US",8/14/2021,51
USR0000AFYK,"FORT YUKON ALASKA, AK US",8/15/2021,53
USR0000AFYK,"FORT YUKON ALASKA, AK US",8/16/2021,50
USR0000AFYK,"FORT YUKON ALASKA, AK US",8/17/2021,49
USR0000AFYK,"FORT YUKON ALASKA, AK US",8/18/2021,48
USR0000AFYK,"FORT YUKON ALASKA, AK US",8/19/2021,49
USR0000AFYK,"FORT YUKON ALASKA, AK US",8/20/2021,51
USR0000AFYK,"FORT YUKON ALASKA, AK US",8/21/2021,51
USR0000AFYK,"FORT YUKON ALASKA, AK US",8/22/2021,53
USR0000AFYK,"FORT YUKON ALASKA, AK US",8/23/2021,49
USR0000AFYK,"FORT YUKON ALASKA, AK US",8/24/2021,50
USR0000AFYK,"FORT YUKON ALASKA, AK US",8/25/2021,52
USR0000AFYK,"FORT YUKON ALASKA, AK US",8/26/2021,52
USW00025329,"PETERSBURG 1, AK US",1/1/2021,
USW00025329,"PETERSBURG 1, AK US",1/2/2021,
USW00025329,"PETERSBURG 1, AK US",1/3/2021,
USW00025329,"PETERSBURG 1, AK US",1/4/2021,
USW00025329,"PETERSBURG 1, AK US",1/5/2021,
USW00025329,"PETERSBURG 1, AK US",1/6/2021,
USW00025329,"PETERSBURG 1, AK US",1/7/2021,
USW00025329,"PETERSBURG 1, AK US",1/8/2021,
USW00025329,"PETERSBURG 1, AK US",1/9/2021,
USW00025329,"PETERSBURG 1, AK US",1/10/2021,
USW00025329,"PETERSBURG 1, AK US",1/11/2021,
USW00025329,"PETERSBURG 1, AK US",1/12/2021,
USW00025329,"PETERSBURG 1, AK US",1/13/2021,
USW00025329,"PETERSBURG 1, AK US",1/14/2021,
USW00025329,"PETERSBURG 1, AK US",1/15/2021,
USW00025329,"PETERSBURG 1, AK US",1/16/2021,
USW00025329,"PETERSBURG 1, AK US",1/17/2021,
USW00025329,"PETERSBURG 1, AK US",1/18/2021,
USW00025329,"PETERSBURG 1, AK US",1/19/2021,
USW00025329,"PETERSBURG 1, AK US",1/20/2021,
USW00025329,"PETERSBURG 1, AK US",1/21/2021,
USW00025329,"PETERSBURG 1, AK US",1/22/2021,
USW00025329,"PETERSBURG 1, AK US",1/23/2021,
USW00025329,"PETERSBURG 1, AK US",1/24/2021,
USW00025329,"PETERSBURG 1, AK US",1/25/2021,
USW00025329,"PETERSBURG 1, AK US",1/26/2021,
USW00025329,"PETERSBURG 1, AK US",1/27/2021,
USW00025329,"PETERSBURG 1, AK US",1/28/2021,
USW00025329,"PETERSBURG 1, AK US",1/29/2021,
USW00025329,"PETERSBURG 1, AK US",1/30/2021,
USW00025329,"PETERSBURG 1, AK US",1/31/2021,
USW00025329,"PETERSBURG 1, AK US",4/1/2021,
USW00025329,"PETERSBURG 1, AK US",4/2/2021,
USW00025329,"PETERSBURG 1, AK US",4/3/2021,
USW00025329,"PETERSBURG 1, AK US",4/4/2021,
USW00025329,"PETERSBURG 1, AK US",4/5/2021,
USW00025329,"PETERSBURG 1, AK US",4/6/2021,
USW00025329,"PETERSBURG 1, AK US",4/7/2021,
USW00025329,"PETERSBURG 1, AK US",4/8/2021,
USW00025329,"PETERSBURG 1, AK US",4/9/2021,
USW00025329,"PETERSBURG 1, AK US",4/10/2021,
USW00025329,"PETERSBURG 1, AK US",4/11/2021,
USW00025329,"PETERSBURG 1, AK US",4/12/2021,
USW00025329,"PETERSBURG 1, AK US",4/13/2021,
USW00025329,"PETERSBURG 1, AK US",4/14/2021,
USW00025329,"PETERSBURG 1, AK US",4/15/2021,
USW00025329,"PETERSBURG 1, AK US",4/16/2021,
USW00025329,"PETERSBURG 1, AK US",4/17/2021,
USW00025329,"PETERSBURG 1, AK US",4/18/2021,
USW00025329,"PETERSBURG 1, AK US",4/19/2021,
USW00025329,"PETERSBURG 1, AK US",4/20/2021,
USW00025329,"PETERSBURG 1, AK US",4/21/2021,
USW00025329,"PETERSBURG 1, AK US",4/22/2021,
USW00025329,"PETERSBURG 1, AK US",4/23/2021,
USW00025329,"PETERSBURG 1, AK US",4/24/2021,
USW00025329,"PETERSBURG 1, AK US",4/25/2021,
USW00025329,"PETERSBURG 1, AK US",4/26/2021,
USW00025329,"PETERSBURG 1, AK US",4/27/2021,
USW00025329,"PETERSBURG 1, AK US",4/28/2021,
USW00025329,"PETERSBURG 1, AK US",4/29/2021,
USW00025329,"PETERSBURG 1, AK US",4/30/2021,
USW00025329,"PETERSBURG 1, AK US",5/1/2021,
USW00025329,"PETERSBURG 1, AK US",5/2/2021,
USW00025329,"PETERSBURG 1, AK US",5/3/2021,
USW00025329,"PETERSBURG 1, AK US",5/4/2021,
USW00025329,"PETERSBURG 1, AK US",5/5/2021,
USW00025329,"PETERSBURG 1, AK US",5/6/2021,
USW00025329,"PETERSBURG 1, AK US",5/7/2021,
USW00025329,"PETERSBURG 1, AK US",5/8/2021,
USW00025329,"PETERSBURG 1, AK US",5/9/2021,
USW00025329,"PETERSBURG 1, AK US",5/10/2021,
USW00025329,"PETERSBURG 1, AK US",5/11/2021,
USW00025329,"PETERSBURG 1, AK US",5/12/2021,
USW00025329,"PETERSBURG 1, AK US",5/13/2021,
USW00025329,"PETERSBURG 1, AK US",5/14/2021,
USW00025329,"PETERSBURG 1, AK US",5/15/2021,
USW00025329,"PETERSBURG 1, AK US",5/16/2021,
USW00025329,"PETERSBURG 1, AK US",5/17/2021,
USW00025329,"PETERSBURG 1, AK US",5/18/2021,
USW00025329,"PETERSBURG 1, AK US",5/19/2021,
USW00025329,"PETERSBURG 1, AK US",5/20/2021,
USW00025329,"PETERSBURG 1, AK US",5/21/2021,
USW00025329,"PETERSBURG 1, AK US",5/22/2021,
USW00025329,"PETERSBURG 1, AK US",5/23/2021,
USW00025329,"PETERSBURG 1, AK US",5/24/2021,
USW00025329,"PETERSBURG 1, AK US",5/25/2021,
USW00025329,"PETERSBURG 1, AK US",5/26/2021,
USW00025329,"PETERSBURG 1, AK US",5/27/2021,
USW00025329,"PETERSBURG 1, AK US",5/28/2021,
USW00025329,"PETERSBURG 1, AK US",5/29/2021,
USW00025329,"PETERSBURG 1, AK US",5/30/2021,
USW00025329,"PETERSBURG 1, AK US",5/31/2021,
USW00025329,"PETERSBURG 1, AK US",6/1/2021,
USW00025329,"PETERSBURG 1, AK US",6/2/2021,
USW00025329,"PETERSBURG 1, AK US",6/3/2021,
USW00025329,"PETERSBURG 1, AK US",6/4/2021,
USW00025329,"PETERSBURG 1, AK US",6/5/2021,
USW00025329,"PETERSBURG 1, AK US",6/6/2021,
USW00025329,"PETERSBURG 1, AK US",6/7/2021,
USW00025329,"PETERSBURG 1, AK US",6/8/2021,
USW00025329,"PETERSBURG 1, AK US",6/9/2021,
USW00025329,"PETERSBURG 1, AK US",6/10/2021,
USW00025329,"PETERSBURG 1, AK US",6/11/2021,
USW00025329,"PETERSBURG 1, AK US",6/12/2021,
USW00025329,"PETERSBURG 1, AK US",6/13/2021,
USW00025329,"PETERSBURG 1, AK US",6/14/2021,
USW00025329,"PETERSBURG 1, AK US",6/15/2021,
USW00025329,"PETERSBURG 1, AK US",6/16/2021,
USW00025329,"PETERSBURG 1, AK US",6/17/2021,
USW00025329,"PETERSBURG 1, AK US",6/18/2021,
USW00025329,"PETERSBURG 1, AK US",6/19/2021,
USW00025329,"PETERSBURG 1, AK US",6/20/2021,
USW00025329,"PETERSBURG 1, AK US",6/21/2021,
USW00025329,"PETERSBURG 1, AK US",6/22/2021,
USW00025329,"PETERSBURG 1, AK US",6/23/2021,
USW00025329,"PETERSBURG 1, AK US",6/24/2021,
USW00025329,"PETERSBURG 1, AK US",6/25/2021,
USW00025329,"PETERSBURG 1, AK US",6/26/2021,
USW00025329,"PETERSBURG 1, AK US",6/27/2021,
USW00025329,"PETERSBURG 1, AK US",6/28/2021,
USW00025329,"PETERSBURG 1, AK US",6/29/2021,
USW00025329,"PETERSBURG 1, AK US",6/30/2021,
USW00025329,"PETERSBURG 1, AK US",7/1/2021,
USW00025329,"PETERSBURG 1, AK US",7/2/2021,
USW00025329,"PETERSBURG 1, AK US",7/3/2021,
USW00025329,"PETERSBURG 1, AK US",7/4/2021,
USW00025329,"PETERSBURG 1, AK US",7/5/2021,
USW00025329,"PETERSBURG 1, AK US",7/6/2021,
USW00025329,"PETERSBURG 1, AK US",7/7/2021,
USW00025329,"PETERSBURG 1, AK US",7/8/2021,
USW00025329,"PETERSBURG 1, AK US",7/9/2021,
USW00025329,"PETERSBURG 1, AK US",7/10/2021,
USW00025329,"PETERSBURG 1, AK US",7/11/2021,
USW00025329,"PETERSBURG 1, AK US",7/12/2021,
USW00025329,"PETERSBURG 1, AK US",7/13/2021,
USW00025329,"PETERSBURG 1, AK US",7/14/2021,
USW00025329,"PETERSBURG 1, AK US",7/15/2021,
USW00025329,"PETERSBURG 1, AK US",7/16/2021,
USW00025329,"PETERSBURG 1, AK US",7/17/2021,
USW00025329,"PETERSBURG 1, AK US",7/18/2021,
USW00025329,"PETERSBURG 1, AK US",7/19/2021,
USW00025329,"PETERSBURG 1, AK US",7/20/2021,
USW00025329,"PETERSBURG 1, AK US",7/21/2021,
USW00025329,"PETERSBURG 1, AK US",7/22/2021,
USW00025329,"PETERSBURG 1, AK US",7/23/2021,
USW00025329,"PETERSBURG 1, AK US",7/24/2021,
USW00025329,"PETERSBURG 1, AK US",7/25/2021,
USW00025329,"PETERSBURG 1, AK US",7/26/2021,
